-color_sensor_targrt:20.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,
Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],
0.001,7.889,0,0,0,0,0,,0.009,7.872,0,0,0,0,0,,0.007,7.756,0,0,0,0,0,,0.005,7.853,28,0,0,0,0,,0.007,7.834,0,0,0,0,0,,0.007,7.806,29,0,0,0,0,,0.009,7.851,15,0,0,0,0,,0.002,9.335,44,0,0,0,0,,0.009,9.182,28,0,0,0,0,,0.007,9.101,0,0,0,0,0,,0.002,9.068,16,0,0,0,0,,0.011,9.027,8,0,0,0,0,,0.005,8.761,0,0,0,0,0,,0.003,8.934,2,0,0,0,0,,0.006,8.774,0,0,0,0,0,,0.006,8.435,0,0,0,0,0,,0.01,8.199,0,0,0,0,0,,0.01,8.012,0,0,0,0,0,,0.006,8.252,25,0,0,0,0,,0.009,8.213,25,0,0,0,0,,0.003,8.142,0,0,0,0,0,,0.01,8.223,28,0,0,0,0,,0.003,8.212,0,0,0,0,0,,0.011,8.12,0,0,0,0,0,,0.002,8.062,29,0,0,0,0,,0.008,8.144,0,0,0,0,0,29,,0.01,8.041,0,0,0,0,0,52,,0.006,7.928,0,0,0,0,0,49,,0.007,8.011,0,0,0,0,0,255,,0.01,8.124,37,0,0,0,0,52,,0.011,8.065,59,0,0,0,0,52,,0.003,8.057,32,0,0,0,0,255
0.006,7.874,0,0,0,0,0,,0.002,7.837,0,0,0,0,0,,0.005,7.834,0,0,0,0,0,,0.006,7.871,28,0,0,0,0,,0.005,7.805,0,0,0,0,0,,0.002,7.831,30,0,0,0,0,,0.006,7.836,18,0,0,0,0,,0.006,9.335,43,0,0,0,0,,0.007,9.162,32,0,0,0,0,,0.005,8.943,0,0,0,0,0,,0.011,9.143,15,0,0,0,0,,0.005,9.091,8,0,0,0,0,,0.006,8.925,0,0,0,0,0,,0.005,8.851,3,0,0,0,0,,0.006,8.82,0,0,0,0,0,,0.006,8.563,0,0,0,0,0,,0.01,8.227,0,0,0,0,0,,0.005,8.252,0,0,0,0,0,,0.01,8.281,23,0,0,0,0,,0.008,8.231,27,0,0,0,0,,0.002,8.28,0,0,0,0,0,,0.009,8.231,29,0,0,0,0,,0.002,8.073,0,0,0,0,0,,0.01,8.193,0,0,0,0,0,,0.001,8.172,29,0,0,0,0,,0.007,8.013,0,0,0,0,0,29,,0.008,8.077,0,0,0,0,0,53,,0.007,8.067,0,0,0,0,0,49,,0.01,8.075,0,0,0,0,0,255,,0.006,8.124,37,0,0,0,0,52,,0.007,7.981,59,0,0,0,0,52,,0.01,8.075,32,0,0,0,0,255
0.009,7.839,0,0,0,0,0,,0.011,7.872,0,0,0,0,0,,0.008,7.851,0,0,0,0,0,,0.002,7.853,28,0,0,0,0,,0.002,7.833,0,0,0,0,0,,0.011,7.813,29,0,0,0,0,,0.002,7.851,21,0,0,0,0,,0.002,9.326,42,0,0,0,0,,0.005,9.2,32,0,0,0,0,,0.011,9.063,0,0,0,0,0,,0.009,9.114,15,0,0,0,0,,0.002,9.037,7,0,0,0,0,,0.006,8.835,0,0,0,0,0,,0.006,8.915,3,0,0,0,0,,0.006,8.746,0,0,0,0,0,,0.006,8.489,0,0,0,0,0,,0.005,8.217,0,0,0,0,0,,0.01,8.021,0,0,0,0,0,,0.005,8.216,23,0,0,0,0,,0.002,8.213,24,0,0,0,0,,0.001,8.133,0,0,0,0,0,,0.003,8.24,32,0,0,0,0,,0.003,8.194,0,0,0,0,0,,0.006,8.064,0,0,0,0,0,,0.011,8.079,29,0,0,0,0,,0.001,8.127,0,0,0,0,0,29,,0.01,8.125,0,0,0,0,0,53,,0.01,8.06,0,0,0,0,0,49,,0.007,8.075,0,0,0,0,0,255,,0.011,8.124,37,0,0,0,0,52,,0.003,8.058,60,0,0,0,0,52,,0.006,8.075,28,0,0,0,0,255
0.003,7.882,0,0,0,0,0,,0.009,7.854,0,0,0,0,0,,0.006,7.834,0,0,0,0,0,,0.011,7.861,25,0,0,0,0,,0.011,7.825,0,0,0,0,0,,0.009,7.771,31,0,0,0,0,,0.011,7.851,17,0,0,0,0,,0.011,9.326,41,0,0,0,0,,0.002,9.181,29,0,0,0,0,,0.009,8.944,0,0,0,0,0,,0.002,9.123,15,0,0,0,0,,0.006,9.073,7,0,0,0,0,,0.006,8.927,0,0,0,0,0,,0.006,8.899,4,0,0,0,0,,0.006,8.848,0,0,0,0,0,,0.005,8.556,0,0,0,0,0,,0.01,8.234,0,0,0,0,0,,0.005,8.243,0,0,0,0,0,,0.01,8.261,23,0,0,0,0,,0.001,8.213,23,0,0,0,0,,0.011,8.225,0,0,0,0,0,,0.002,8.25,34,0,0,0,0,,0.002,8.064,0,0,0,0,0,,0.003,8.153,0,0,0,0,0,,0.01,8.153,30,0,0,0,0,,0.011,8.125,0,0,0,0,0,29,,0.01,8.087,0,0,0,0,0,53,,0.002,8.05,0,0,0,0,0,47,,0.01,7.982,0,0,0,0,0,255,,0.007,8.124,37,0,0,0,0,52,,0.005,8.084,59,0,0,0,0,35,,0.01,8.065,24,0,0,0,0,32
0.006,7.876,0,0,0,0,0,,0.007,7.848,0,0,0,0,0,,0.002,7.853,0,0,0,0,0,,0.009,7.853,23,0,0,0,0,,0.009,7.851,0,0,0,0,0,,0.002,7.823,30,0,0,0,0,,0.009,7.86,22,0,0,0,0,,0.009,9.401,41,0,0,0,0,,0.011,9.145,29,0,0,0,0,,0.006,9.054,0,0,0,0,0,,0.011,9.169,15,0,0,0,0,,0.002,9.043,8,0,0,0,0,,0.006,8.882,0,0,0,0,0,,0.006,8.835,4,0,0,0,0,,0.01,8.755,0,0,0,0,0,,0.006,8.501,0,0,0,0,0,,0.005,8.226,0,0,0,0,0,,0.01,8.124,0,0,0,0,0,,0.005,8.271,21,0,0,0,0,,0.011,8.213,23,0,0,0,0,,0.01,8.15,0,0,0,0,0,,0.008,8.25,35,0,0,0,0,,0.008,8.139,0,0,0,0,0,,0.002,8.054,0,0,0,0,0,,0.009,8.062,29,0,0,0,0,,0.01,8.099,0,0,0,0,0,29,,0.01,8.096,0,0,0,0,0,53,,0.005,8.125,0,0,0,0,0,49,,0.007,8.058,0,0,0,0,0,255,,0.003,8.124,37,0,0,0,0,255,,0.011,8.01,60,0,0,0,0,34,,0.011,8.058,25,0,0,0,0,32
0.009,7.882,0,0,0,0,0,,0.005,7.872,0,0,0,0,0,,0.006,7.843,0,0,0,0,0,,0.007,7.871,21,0,0,0,0,,0.007,7.825,0,0,0,0,0,,0.011,7.789,31,0,0,0,0,,0.002,7.86,21,0,0,0,0,,0.007,9.374,40,0,0,0,0,,0.009,9.2,26,0,0,0,0,,0.002,8.971,0,0,0,0,0,,0.009,9.105,15,0,0,0,0,,0.011,9.046,7,0,0,0,0,,0.006,8.956,0,0,0,0,0,,0.01,8.88,3,0,0,0,0,,0.01,8.794,0,0,0,0,0,,0.011,8.573,0,0,0,0,0,,0.008,8.199,0,0,0,0,0,,0.01,8.253,0,0,0,0,0,,0.01,8.252,20,0,0,0,0,,0.01,8.213,24,0,0,0,0,,0.009,8.225,0,0,0,0,0,,0.007,8.25,34,0,0,0,0,,0.007,8.223,0,0,0,0,0,,0.007,8.081,0,0,0,0,0,,0.008,8.136,29,0,0,0,0,,0.009,8.173,0,0,0,0,0,28,,0.01,8.135,0,0,0,0,0,53,,0.006,8.013,0,0,0,0,0,50,,0.006,8.075,0,0,0,0,0,255,,0.01,8.124,37,0,0,0,0,255,,0.007,8.048,60,0,0,0,0,34,,0.007,8.038,28,0,0,0,0,32
0.003,7.866,0,0,0,0,0,,0.002,7.827,0,0,0,0,0,,0.002,7.862,0,0,0,0,0,,0.005,7.871,21,0,0,0,0,,0.005,7.851,0,0,0,0,0,,0.009,7.813,31,0,0,0,0,,0.005,7.851,17,0,0,0,0,,0.005,9.374,39,0,0,0,0,,0.007,9.236,25,0,0,0,0,,0.006,9.026,0,0,0,0,0,,0.007,9.178,15,0,0,0,0,,0.009,9.13,8,0,0,0,0,,0.006,8.889,0,0,0,0,0,,0.001,8.944,4,0,0,0,0,,0.006,8.876,0,0,0,0,0,,0.006,8.482,0,0,0,0,0,,0.003,8.272,0,0,0,0,0,,0.005,8.133,0,0,0,0,0,,0.005,8.281,19,0,0,0,0,,0.009,8.204,25,0,0,0,0,,0.008,8.271,0,0,0,0,0,,0.006,8.241,31,0,0,0,0,,0.006,8.13,0,0,0,0,0,,0.006,8.173,0,0,0,0,0,,0.007,8.07,29,0,0,0,0,,0.008,8.07,0,0,0,0,0,29,,0.01,8.087,0,0,0,0,0,48,,0.007,8.077,0,0,0,0,0,53,,0.007,8.011,0,0,0,0,0,255,,0.011,8.124,37,0,0,0,0,255,,0.005,8.065,61,0,0,0,0,34,,0.003,8.048,29,0,0,0,0,32
0.005,7.889,0,0,0,0,0,,0.011,7.888,0,0,0,0,0,,0.011,7.852,0,0,0,0,0,,0.002,7.861,22,0,0,0,0,,0.005,7.844,0,0,0,0,0,,0.007,7.797,32,0,0,0,0,,0.002,7.851,16,0,0,0,0,,0.002,9.374,39,0,0,0,0,,0.005,9.2,24,0,0,0,0,,0.002,9.1,0,0,0,0,0,,0.005,9.104,15,0,0,0,0,,0.018,8.956,8,0,0,0,0,,0.006,8.956,0,0,0,0,0,,0.003,8.88,6,0,0,0,0,,0.006,8.813,0,0,0,0,0,,0.006,8.573,0,0,0,0,0,,0.009,8.218,0,0,0,0,0,,0.01,8.272,0,0,0,0,0,,0.006,8.3,19,0,0,0,0,,0.008,8.204,24,0,0,0,0,,0.007,8.179,0,0,0,0,0,,0.003,8.231,32,0,0,0,0,,0.003,8.203,0,0,0,0,0,,0.003,8.09,0,0,0,0,0,,0.009,8.117,29,0,0,0,0,,0.003,8.07,0,0,0,0,0,29,,0.01,8.106,0,0,0,0,0,47,,0.005,8.105,0,0,0,0,0,54,,0.01,8.058,0,0,0,0,0,255,,0.007,8.124,37,0,0,0,0,255,,0.011,8.019,61,0,0,0,0,34,,0.011,8.104,30,0,0,0,0,32
0.009,7.874,0,0,0,0,0,,0.006,7.845,0,0,0,0,0,,0.011,7.86,0,0,0,0,0,,0.011,7.871,21,0,0,0,0,,0.002,7.852,0,0,0,0,0,,0.005,7.831,31,0,0,0,0,,0.011,7.851,17,0,0,0,0,,0.011,9.374,40,0,0,0,0,,0.009,9.236,23,0,0,0,0,,0.011,9.045,0,0,0,0,0,,0.011,8.781,15,0,-0.000002,0,0,,0.071,8.713,8,0,0,0,0,,0.003,8.905,0,0,0,0,0,,0.011,8.925,7,0,0,0,0,,0.006,8.877,0,0,0,0,0,,0.006,8.518,0,0,0,0,0,,0.004,8.271,0,0,0,0,0,,0.005,8.16,0,0,0,0,0,,0.01,8.262,15,0,0,0,0,,0.007,8.194,25,0,0,0,0,,0.001,8.252,0,0,0,0,0,,0.002,8.241,32,0,0,0,0,,0.003,8.118,0,0,0,0,0,,0.002,8.164,0,0,0,0,0,,0.008,8.163,29,0,0,0,0,,0.002,8.153,0,0,0,0,0,30,,0.003,8.106,0,0,0,0,0,48,,0.007,8.031,0,0,0,0,0,38,,0.002,8.075,0,0,0,0,0,255,,0.003,8.124,37,0,0,0,0,255,,0.007,8.01,61,0,0,0,0,34,,0.007,8.104,32,0,0,0,0,32
0.003,7.889,0,0,0,0,0,,0.01,7.888,0,0,0,0,0,,0.009,7.843,0,0,0,0,0,,0.002,7.861,22,0,0,0,0,,0.011,7.851,0,0,0,0,0,,0.002,7.814,31,0,0,0,0,,0.009,7.851,19,0,0,0,0,,0.002,9.364,41,0,0,0,0,,0.007,9.237,21,0,0,0,0,,0.009,9.091,0,0,0,0,0,,0.088,8.789,15,0.001283,-0.000014,0.001283,-0.83093,,0.124,8.915,8,-0.000428,0.000002,-0.000428,-0.276977,,0.005,8.917,0,0,0,0,0,,0.002,8.945,10,0,0,0,0,,0.006,8.803,0,0,0,0,0,,0.006,8.547,0,0,0,0,0,,0.005,8.198,0,0,0,0,0,,0.01,8.272,0,0,0,0,0,,0.007,8.3,16,0,0,0,0,,0.003,8.194,25,0,0,0,0,,0.011,8.142,0,0,0,0,0,,0.001,8.25,31,0,0,0,0,,0.002,8.166,0,0,0,0,0,,0.001,8.174,0,0,0,0,0,,0.007,8.098,30,0,0,0,0,,0.001,8.099,0,0,0,0,0,29,,0.005,8.134,0,0,0,0,0,48,,0.01,8.116,0,0,0,0,0,38,,0.005,8.001,0,0,0,0,0,255,,0.01,8.124,37,0,0,0,0,255,,0.003,8.058,61,0,0,0,0,34,,0.003,8.104,31,0,0,0,0,32
0.008,7.883,1,0,0,0,0,,0.008,7.854,0,0,0,0,0,,0.007,7.871,0,0,0,0,0,,0.011,7.861,21,0,0,0,0,,0.008,7.851,0,0,0,0,0,,0.007,7.832,31,0,0,0,0,,0.007,7.851,21,0,0,0,0,,0.011,9.365,42,0,0,0,0,,0.005,9.2,23,0,0,0,0,,0.007,9.046,0,0,0,0,0,,0.147,8.754,17,0.000855,-0.000002,0.000855,-2.215812,,0.185,9,7,-0.002993,0.000037,-0.002993,-0.83093,,0.006,8.992,0,0,0,0,0,,0.004,8.935,11,0,0,0,0,,0.005,8.867,0,0,0,0,0,,0.006,8.583,0,0,0,0,0,,0.01,8.291,0,0,0,0,0,,0.005,8.124,0,0,0,0,0,,0.002,8.281,15,0,0,0,0,,0.008,8.231,24,0,0,0,0,,0.01,8.225,0,0,0,0,0,,0.002,8.241,30,0,0,0,0,,0.001,8.213,0,0,0,0,0,,0.011,8.138,0,0,0,0,0,,0.006,8.143,29,0,0,0,0,,0.003,8.108,0,0,0,0,0,28,,0.008,8.077,0,0,0,0,0,50,,0.002,8.041,0,0,0,0,0,38,,0.007,8.058,0,0,0,0,0,255,,0.008,8.124,37,0,0,0,0,255,,0.005,8.075,60,0,0,0,0,34,,0.01,8.104,30,0,0,0,0,32
0.002,7.898,2,0,0,0,0,,0.006,7.88,0,0,0,0,0,,0.002,7.834,0,0,0,0,0,,0.009,7.862,21,0,0,0,0,,0.006,7.86,0,0,0,0,0,,0.005,7.814,31,0,0,0,0,,0.005,7.861,22,0,0,0,0,,0.009,9.401,43,0,0,0,0,,0.002,9.236,21,0,0,0,0,,0.005,9.065,0,0,0,0,0,,0.2,8.739,18,-0.003842,0.000235,-0.003848,-3.046742,,0.252,8.974,8,-0.009405,0.000182,-0.009407,-1.661859,,0.005,8.927,0,0,0,0,0,,0.006,8.964,12,0,0,0,0,,0.006,8.811,0,0,0,0,0,,0.006,8.528,0,0,0,0,0,,0.005,8.227,0,0,0,0,0,,0.01,8.281,0,0,0,0,0,,0.008,8.281,16,0,0,0,0,,0.009,8.231,24,0,0,0,0,,0.009,8.261,0,0,0,0,0,,0.001,8.25,30,0,0,0,0,,0.011,8.146,0,0,0,0,0,,0.01,8.174,0,0,0,0,0,,0.003,8.089,30,0,0,0,0,,0.002,8.192,0,0,0,0,0,28,,0.01,8.087,0,0,0,0,0,52,,0.005,8.087,0,0,0,0,0,53,,0.005,8.085,0,0,0,0,0,255,,0.004,8.124,37,0,0,0,0,255,,0.011,8.029,60,0,0,0,0,34,,0.011,8.104,28,0,0,0,0,32
0.002,7.898,3,0,0,0,0,,0.006,7.854,0,0,0,0,0,,0.011,7.861,0,0,0,0,0,,0.006,7.862,22,0,0,0,0,,0.002,7.861,1,0,0,0,0,,0.009,7.831,30,0,0,0,0,,0.002,7.86,22,0,0,0,0,,0.007,9.374,42,0,0,0,0,,0.002,9.246,22,0,0,0,0,,0.002,9.027,0,0,0,0,0,,0.253,9.033,27,-0.010675,0.000593,-0.01069,-3.046742,,0.305,8.841,6,-0.012824,0.000291,-0.012828,-2.215812,,0.006,8.982,0,0,0,0,0,,0.006,8.945,17,0,0,0,0,,0.006,8.858,0,0,0,0,0,,0.006,8.582,0,0,0,0,0,,0.01,8.301,0,0,0,0,0,,0.005,8.151,0,0,0,0,0,,0.003,8.271,17,0,0,0,0,,0.008,8.231,24,0,0,0,0,,0.008,8.178,0,0,0,0,0,,0.011,8.25,30,0,0,0,0,,0.01,8.204,0,0,0,0,0,,0.009,8.138,0,0,0,0,0,,0.002,8.154,30,0,0,0,0,,0.001,8.108,0,0,0,0,0,32,,,,,,,,,,,0.007,8.134,0,0,0,0,0,53,,0.007,8.03,0,0,0,0,0,255,,0.011,8.124,37,0,0,0,0,255,,0.007,8.065,60,0,0,0,0,34,,0.007,8.104,26,0,0,0,0,32
0.007,7.89,2,0,0,0,0,,0.002,7.881,0,0,0,0,0,,0.002,7.852,0,0,0,0,0,,0.002,7.862,21,0,0,0,0,,0.011,7.87,2,0,0,0,0,,0.007,7.832,30,0,0,0,0,,0.006,7.86,21,0,0,0,0,,0.005,9.374,41,0,0,0,0,,0.011,9.265,21,0,0,0,0,,0.011,9.047,0,0,0,0,0,,0.307,8.897,22,-0.014517,0.000803,-0.014539,-3.323718,,0.358,8.998,6,-0.015387,0.000411,-0.015394,-3.323718,,0.006,8.937,0,0,0,0,0,,0.005,8.935,22,0,0,0,0,,0.006,8.849,0,0,0,0,0,,0.006,8.528,0,0,0,0,0,,0.01,8.179,0,0,0,0,0,,0.006,8.253,0,0,0,0,0,,0.009,8.262,16,0,0,0,0,,0.007,8.223,25,0,0,0,0,,0.007,8.271,0,0,0,0,0,,0.01,8.25,30,0,0,0,0,,0.009,8.139,0,0,0,0,0,,0.01,8.145,0,0,0,0,0,,0.001,8.128,30,0,0,0,0,,0.011,8.173,0,0,0,0,0,30,,,,,,,,,,,0.01,8.077,0,0,0,0,0,51,,0.01,8.075,0,0,0,0,0,255,,0.007,8.124,37,0,0,0,0,255,,0.003,8.085,59,0,0,0,0,34,,0.003,8.104,26,0,0,0,0,32
0.001,7.898,2,0,0,0,0,,0.011,7.863,0,0,0,0,0,,0.011,7.871,0,0,0,0,0,,0.011,7.862,21,0,0,0,0,,0.009,7.86,2,0,0,0,0,,0.005,7.831,30,0,0,0,0,,0.002,7.86,23,0,0,0,0,,0.002,9.374,41,0,0,0,0,,0.009,9.265,21,0,0,0,0,,0.002,9.017,0,0,0,0,0,,0.36,8.991,22,-0.009395,0.000504,-0.009407,-3.323718,,0.435,9.02,6,-0.020077,0.000776,-0.020097,-5.262554,,0.006,9.002,0,0,0,0,0,,0.006,8.954,23,0,0,0,0,,0.003,8.839,0,0,0,0,0,,0.003,8.583,0,0,0,0,0,,0.005,8.318,0,0,0,0,0,,0.01,8.114,0,0,0,0,0,,0.004,8.252,16,0,0,0,0,,0.006,8.231,24,0,0,0,0,,0.006,8.207,0,0,0,0,0,,0.009,8.231,29,0,0,0,0,,0.008,8.175,0,0,0,0,0,,0.009,8.183,0,0,0,0,0,,0.011,8.127,30,0,0,0,0,,0.01,8.063,0,0,0,0,0,29,,,,,,,,,,,0.002,8.106,0,0,0,0,0,50,,0.002,8.02,0,0,0,0,0,255,,0.009,8.124,37,0,0,0,0,255,,0.01,8.029,58,0,0,0,0,45,,0.01,8.104,27,0,0,0,0,32
0.006,7.898,2,0,0,0,0,,0.009,7.881,0,0,0,0,0,,0.009,7.851,0,0,0,0,0,,0.009,7.862,22,0,0,0,0,,0.007,7.86,2,0,0,0,0,,0.002,7.831,30,0,0,0,0,,0.011,7.86,22,0,0,0,0,,0.011,9.374,41,0,0,0,0,,0.007,9.246,21,0,0,0,0,,0.011,9.071,0,0,0,0,0,,0.413,8.989,28,-0.005979,0.00031,-0.005986,-3.323718,,0.488,9.002,4,-0.025184,0.001274,-0.025229,-5.816507,,0.006,8.927,0,0,0,0,0,,0.006,8.954,23,0,0,0,0,,0.005,8.886,0,0,0,0,0,,0.005,8.564,0,0,0,0,0,,0.008,8.16,0,0,0,0,0,,0.004,8.189,0,0,0,0,0,,0.005,8.252,17,0,0,0,0,,0.003,8.223,24,0,0,0,0,,0.003,8.242,1,0,0,0,0,,0.008,8.241,29,0,0,0,0,,0.007,8.223,0,0,0,0,0,,0.008,8.138,0,0,0,0,0,,0.003,8.153,30,0,0,0,0,,0.009,8.144,0,0,0,0,0,28,,,,,,,,,,,0.011,8.115,0,0,0,0,0,255,,0.005,8.03,0,0,0,0,0,255,,0.005,8.124,37,0,0,0,0,81,,0.006,8.057,56,0,0,0,0,46,,0.006,8.104,27,0,0,0,0,32
0.002,7.898,2,0,0,0,0,,0.007,7.863,0,0,0,0,0,,0.007,7.861,0,0,0,0,0,,0.007,7.852,22,0,0,0,0,,0.011,7.86,3,0,0,0,0,,0.011,7.831,30,0,0,0,0,,0.009,7.86,22,0,0,0,0,,0.009,9.364,41,0,0,0,0,,0.011,9.246,21,0,0,0,0,,0.009,9.035,0,0,0,0,0,,0.467,9.039,29,-0.004699,0.00024,-0.004704,-3.046742,,0.541,9.009,4,-0.031133,0.001939,-0.031215,-6.924412,,0.003,8.983,0,0,0,0,0,,0.003,8.945,19,0,0,0,0,,0.006,8.839,0,0,0,0,0,,0.006,8.593,0,0,0,0,0,,0.005,8.263,0,0,0,0,0,,0.006,8.244,0,0,0,0,0,,0.008,8.252,17,0,0,0,0,,0.057,7.781,25,-0.000428,0.00001,-0.000428,-0.276977,,0.003,8.271,0,0,0,0,0,,0.007,8.241,29,0,0,0,0,,0.001,8.166,0,0,0,0,0,,0.007,8.145,0,0,0,0,0,,0.002,8.117,30,0,0,0,0,,0.008,8.163,0,0,0,0,0,28,,,,,,,,,,,0.005,8.115,0,0,0,0,0,255,,0.007,8.085,1,0,0,0,0,255,,0.011,8.124,37,0,0,0,0,255,,0.011,8.084,53,0,0,0,0,34,,0.011,8.104,28,0,0,0,0,32
