-color_sensor_targrt:20.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:15.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:-0.200000;-0.010000;-0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.200000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,,,-color_sensor_targrt:25.000000 PID:0.160000;0.010000;0.010000-,,,,,,,
Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],,,Time[s], Battery[V], ColorSensor, PoseX[m], PoseY[m], Distance[m], Angle[deg],
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.002,7.976,6,-3.053958,1.135532,-3.285721,-34.899045,,212.043,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.059,7.967,5,-3.053958,1.135532,-3.285721,-34.899045,,212.105,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.116,7.948,5,-3.053958,1.135532,-3.285721,-34.899045,,212.166,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.173,7.929,6,-3.053958,1.135532,-3.285721,-34.899045,,212.227,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.23,7.919,6,-3.053958,1.135532,-3.285721,-34.899045,,212.288,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.293,7.919,5,-3.053958,1.135532,-3.285721,-34.899045,,212.349,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.35,7.938,6,-3.053958,1.135532,-3.285721,-34.899045,,212.418,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.431,8.39,6,-3.053958,1.135532,-3.285721,-34.899045,,212.475,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.488,8.398,6,-3.053958,1.135532,-3.285721,-34.899045,,212.552,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.545,8.391,6,-3.053958,1.135532,-3.285721,-34.899045,,212.637,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.602,8.391,5,-3.053958,1.135532,-3.285721,-34.899045,,212.698,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.673,8.372,6,-3.053958,1.135532,-3.285721,-34.899045,,212.759,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.737,8.354,6,-3.053958,1.135532,-3.285721,-34.899045,,212.82,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.794,8.335,6,-3.053958,1.135532,-3.285721,-34.899045,,212.881,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.851,8.309,5,-3.053958,1.135532,-3.285721,-34.899045,,212.942,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.908,8.281,6,-3.053958,1.135532,-3.285721,-34.899045,,213.009,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.965,8.252,5,-3.053958,1.135532,-3.285721,-34.899045,,213.07,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.022,8.235,6,-3.053958,1.135532,-3.285721,-34.899045,,213.131,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.079,8.216,6,-3.053958,1.135532,-3.285721,-34.899045,,213.192,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.136,8.188,6,-3.053958,1.135532,-3.285721,-34.899045,,213.253,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.199,8.169,6,-3.053958,1.135532,-3.285721,-34.899045,,213.322,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.256,8.152,5,-3.053958,1.135532,-3.285721,-34.899045,,213.383,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.313,8.123,6,-3.053958,1.135532,-3.285721,-34.899045,,213.45,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.37,8.105,5,-3.053958,1.135532,-3.285721,-34.899045,,213.511,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.427,8.078,6,-3.053958,1.135532,-3.285721,-34.899045,,213.572,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.492,8.078,6,-3.053958,1.135532,-3.285721,-34.899045,,213.633,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.549,8.078,6,-3.053958,1.135532,-3.285721,-34.899045,,213.694,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.612,8.408,6,-3.053958,1.135532,-3.285721,-34.899045,,213.755,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.669,8.408,5,-3.053958,1.135532,-3.285721,-34.899045,,213.832,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.758,8.409,5,-3.053958,1.135532,-3.285721,-34.899045,,213.899,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.815,8.399,5,-3.053958,1.135532,-3.285721,-34.899045,,213.96,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.872,8.392,6,-3.053958,1.135532,-3.285721,-34.899045,,214.045,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.929,8.373,5,-3.053958,1.135532,-3.285721,-34.899045,,214.106,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.986,8.345,6,-3.053958,1.135532,-3.285721,-34.899045,,214.167,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.043,8.317,5,-3.053958,1.135532,-3.285721,-34.899045,,214.228,7.578,6,1.91822,-0.80341,10.490448,-489.971263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
